"날짜","종가","시가","고가","저가","거래량","변동 %"
"2020- 11- 11","61,300","60,700","61,400","60,400","6.56K","1.83%"
"2020- 11- 10","60,200","60,500","60,500","59,500","7.03K","0.00%"
"2020- 11- 09","60,200","60,700","60,900","60,100","1.62K","0.17%"
"2020- 11- 08","60,100","60,100","60,100","60,100","","0.00%"
"2020- 11- 06","60,100","60,700","60,800","59,600","16.82M","-0.33%"
"2020- 11- 05","60,300","59,000","60,300","58,800","1.00K","3.08%"
"2020- 11- 04","58,500","59,000","59,000","57,900","2.49K","-0.51%"
"2020- 11- 03","58,800","57,800","58,900","57,700","0.14K","2.44%"
"2020- 11- 02","57,400","56,400","57,500","56,000","1.58K","1.41%"
"2020- 11- 01","56,600","56,600","56,600","56,600","","0.00%"
"2020- 10- 30","56,600","58,000","58,000","56,600","26.28M","-2.58%"
"2020- 10- 29","58,100","58,200","58,500","57,500","16.16K","-1.53%"
"2020- 10- 28","59,000","59,400","59,400","58,800","0.66K","-1.34%"
"2020- 10- 27","59,800","60,200","60,200","59,500","0.79K","-0.99%"
"2020- 10- 26","60,400","60,300","61,100","60,100","2.21K","0.33%"
"2020- 10- 25","60,200","60,200","60,200","60,200","","0.00%"
"2020- 10- 23","60,200","60,400","60,400","59,800","8.43M","0.17%"
"2020- 10- 22","60,100","60,400","60,500","59,800","0.39K","-1.31%"
"2020- 10- 21","60,900","61,100","61,500","60,600","1.04K","0.00%"
"2020- 10- 20","60,900","60,200","60,900","60,100","0.33K","1.50%"
"2020- 10- 19","60,000","59,700","60,200","59,500","10.54K","0.84%"
"2020- 10- 18","59,500","59,500","59,500","59,500","","0.00%"
"2020- 10- 16","59,500","60,000","60,400","59,000","16.03M","-0.83%"
"2020- 10- 15","60,000","60,800","60,800","59,700","4.80K","-1.48%"
"2020- 10- 14","60,900","61,000","61,100","60,500","1.86K","0.00%"
"2020- 10- 13","60,900","61,000","61,400","60,400","19.18M","0.83%"
"2020- 10- 12","60,400","60,100","60,400","59,900","0.13K","1.17%"
"2020- 10- 11","59,700","59,700","59,700","59,700","","0.00%"
"2020- 10- 08","59,700","60,500","60,700","59,500","24.40M","-0.33%"
"2020- 10- 07","59,900","58,700","59,900","58,500","0.12K","1.53%"
"2020- 10- 06","59,000","59,400","59,800","58,700","1.78K","0.51%"
"2020- 10- 05","58,700","57,700","59,200","57,700","0.14K","0.86%"
"2020- 10- 04","58,200","58,200","58,200","58,200","","0.00%"
"2020- 09- 29","58,200","58,300","59,000","58,200","13.54M","0.00%"
"2020- 09- 28","58,200","58,300","58,800","57,900","12.56M","0.52%"
"2020- 09- 27","57,900","57,900","57,900","57,900","","0.00%"
"2020- 09- 25","57,900","57,700","58,200","57,700","10.58M","0.17%"
"2020- 09- 24","57,800","57,700","58,600","57,600","17.49M","-1.37%"
"2020- 09- 23","58,600","58,400","58,800","57,500","5.73K","0.69%"
"2020- 09- 22","58,200","59,200","59,700","57,800","0.64K","-1.69%"
"2020- 09- 21","59,200","59,100","60,000","59,000","14.95M","-0.17%"
"2020- 09- 20","59,300","59,300","59,300","59,300","","0.00%"
"2020- 09- 18","59,300","59,800","59,900","59,100","18.63M","-0.34%"
"2020- 09- 17","59,500","60,600","60,800","59,300","11.07K","-2.46%"
"2020- 09- 16","61,000","61,100","61,300","60,600","7.27K","0.00%"
"2020- 09- 15","61,000","60,800","61,000","60,500","2.07K","0.99%"
"2020- 09- 14","60,400","60,300","60,700","60,000","0.71K","2.37%"
"2020- 09- 13","59,000","59,000","59,000","59,000","","0.00%"
"2020- 09- 11","59,000","59,300","59,400","58,200","15.93M","-0.34%"
"2020- 09- 10","59,200","59,800","60,000","59,100","7.50K","1.37%"
"2020- 09- 09","58,400","58,300","59,300","57,800","1.88K","-0.51%"
"2020- 09- 08","58,700","57,400","58,700","57,200","24.53K","3.89%"
"2020- 09- 07","56,500","56,000","57,300","55,800","0.24K","1.62%"
"2020- 09- 06","55,600","55,600","55,600","55,600","","0.00%"
"2020- 09- 04","55,600","55,200","55,800","55,100","21.98M","-1.42%"
"2020- 09- 03","56,400","55,500","56,700","55,500","6.65K","3.68%"
"2020- 09- 02","54,400","54,600","55,100","54,100","0.69K","0.37%"
"2020- 09- 01","54,200","54,100","54,800","54,100","17.39M","0.37%"
"2020- 08- 31","54,000","56,000","56,100","54,000","2.27K","-2.53%"
"2020- 08- 30","55,400","55,400","55,400","55,400","","0.00%"
"2020- 08- 28","55,400","56,100","56,300","55,400","14.53M","-0.36%"
"2020- 08- 27","55,600","56,300","56,300","55,600","1.82K","-1.42%"
"2020- 08- 26","56,400","56,300","56,500","55,700","3.55K","0.00%"
"2020- 08- 25","56,400","56,500","56,800","56,100","1.55K","0.53%"
"2020- 08- 24","56,100","55,800","56,600","55,400","0.21K","0.36%"
"2020- 08- 23","55,900","55,900","55,900","55,900","","0.00%"
"2020- 08- 21","55,900","56,200","56,900","55,800","21.09M","0.90%"
"2020- 08- 20","55,400","57,600","57,600","55,300","3.81K","-4.15%"
"2020- 08- 19","57,800","59,000","59,200","57,800","18.42K","-1.03%"
"2020- 08- 18","58,400","59,000","59,900","58,000","1.64K","0.69%"
"2020- 08- 17","58,000","58,000","58,000","58,000","","0.00%"
"2020- 08- 14","58,000","58,000","58,400","57,700","15.60M","-1.19%"
"2020- 08- 13","58,700","59,300","59,500","58,000","11.01K","-0.51%"
"2020- 08- 12","59,000","58,300","59,000","57,700","1.60K","1.37%"
"2020- 08- 11","58,200","58,000","59,500","57,800","52.17K","0.69%"
"2020- 08- 10","57,800","57,600","58,300","57,500","1.18K","0.52%"
"2020- 08- 09","57,500","57,500","57,500","57,500","","0.00%"
"2020- 08- 07","57,500","57,900","58,400","57,100","18.16M","-0.86%"
"2020- 08- 06","58,000","57,200","58,400","57,100","7.87K","1.93%"
"2020- 08- 05","56,900","57,400","57,400","56,300","6.31K","-0.70%"
"2020- 08- 04","57,300","57,200","58,100","57,000","1.92K","0.88%"
"2020- 08- 03","56,800","57,900","57,900","56,700","0.40K","-1.90%"
"2020- 08- 02","57,900","57,900","57,900","57,900","","0.00%"
"2020- 07- 31","57,900","59,500","59,600","57,700","21.86M","-1.86%"
"2020- 07- 30","59,000","59,700","60,100","59,000","4.60K","0.00%"
"2020- 07- 29","59,000","60,300","60,300","58,600","1.24K","0.68%"
"2020- 07- 28","58,600","56,800","58,800","56,400","64.78K","5.40%"
"2020- 07- 27","55,600","54,400","55,700","54,400","2.47K","2.58%"
"2020- 07- 26","54,200","54,200","54,200","54,200","","0.00%"
"2020- 07- 24","54,200","54,000","54,400","53,700","10.91M","0.18%"
"2020- 07- 23","54,100","54,700","54,700","53,800","15.91M","-1.10%"
"2020- 07- 22","54,700","55,300","55,500","54,700","3.04K","-1.08%"
"2020- 07- 21","55,300","55,100","55,400","54,800","5.85K","2.03%"
"2020- 07- 20","54,200","54,700","54,800","54,100","0.94K","-0.37%"
"2020- 07- 19","54,400","54,400","54,400","54,400","","0.00%"
"2020- 07- 17","54,400","54,200","54,700","54,100","10.04M","1.12%"
"2020- 07- 16","53,800","54,800","54,800","53,800","3.29K","-1.65%"
"2020- 07- 15","54,700","54,400","55,000","54,400","1.39K","1.67%"
"2020- 07- 14","53,800","53,700","53,800","53,200","0.46K","0.75%"
"2020- 07- 13","53,400","53,500","53,700","53,300","5.33K","1.33%"
"2020- 07- 10","52,700","53,100","53,200","52,300","13.65M","-0.19%"
"2020- 07- 09","52,800","53,300","53,600","52,800","2.64K","-0.38%"
"2020- 07- 08","53,000","53,600","53,900","52,900","0.22K","-0.75%"
"2020- 07- 07","53,400","55,900","55,900","53,400","13.78K","-2.91%"
"2020- 07- 06","55,000","53,900","55,000","53,800","0.50K","2.61%"
"2020- 07- 05","53,600","53,600","53,600","53,600","","0.00%"
"2020- 07- 03","53,600","53,000","53,600","52,700","11.82M","1.32%"
"2020- 07- 02","52,900","52,300","52,900","52,200","0.55K","0.57%"
"2020- 07- 01","52,600","53,400","53,500","52,400","1.58K","-0.38%"
"2020- 06- 30","52,800","53,800","53,800","52,800","0.04K","0.76%"
"2020- 06- 29","52,400","52,600","53,200","52,000","0.06K","-1.69%"
"2020- 06- 28","53,300","53,300","53,300","53,300","","0.00%"
"2020- 06- 26","53,300","52,800","53,900","52,200","21.42M","2.70%"
"2020- 06- 25","51,900","52,200","53,000","51,900","0.06K","-1.89%"
"2020- 06- 24","52,900","51,900","53,900","51,600","2.28K","2.92%"
"2020- 06- 23","51,400","52,500","52,700","51,100","1.70K","-1.15%"
"2020- 06- 22","52,000","52,100","52,600","51,800","0.06K","-1.70%"
"2020- 06- 21","52,900","52,900","52,900","52,900","","0.00%"
"2020- 06- 19","52,900","52,600","52,900","51,600","17.47M","1.15%"
"2020- 06- 18","52,300","52,100","52,300","51,600","4.82K","0.19%"
"2020- 06- 17","52,200","52,500","52,600","52,000","22.81K","0.19%"
"2020- 06- 16","52,100","51,200","52,100","50,600","21.42M","4.41%"
"2020- 06- 15","49,900","51,400","52,000","49,900","1.70K","-4.59%"
"2020- 06- 14","52,300","52,300","52,300","52,300","","0.00%"
"2020- 06- 12","52,300","52,100","52,800","51,500","26.38M","-3.68%"
"2020- 06- 11","54,300","54,500","55,100","53,200","1.17K","-1.99%"
"2020- 06- 10","55,400","55,200","55,900","54,900","6.58K","-0.18%"
"2020- 06- 09","55,500","55,900","56,400","54,500","12.26K","1.09%"
"2020- 06- 08","54,900","56,500","56,500","54,700","0.50K","-1.08%"
"2020- 06- 07","55,500","55,500","55,500","55,500","","0.00%"
"2020- 06- 05","55,500","54,400","55,900","54,000","22.40M","1.65%"
"2020- 06- 04","54,600","55,800","56,900","54,600","4.92K","0.18%"
"2020- 06- 03","54,500","51,800","55,000","51,700","4.73K","6.03%"
"2020- 06- 02","51,400","51,100","51,500","50,800","0.12K","0.39%"
"2020- 06- 01","51,200","50,800","51,200","50,600","35.32K","0.99%"
"2020- 05- 31","50,700","50,700","50,700","50,700","","0.00%"
"2020- 05- 29","50,700","50,000","50,700","49,700","26.33M","0.60%"
"2020- 05- 28","50,400","51,000","51,200","49,950","2.43K","1.00%"
"2020- 05- 27","49,900","48,950","50,000","48,800","1.96K","1.32%"
"2020- 05- 26","49,250","48,700","49,450","48,600","15.73K","0.82%"
"2020- 05- 25","48,850","48,750","48,900","48,450","1.22K","0.21%"
"2020- 05- 24","48,750","48,750","48,750","48,750","","0.00%"
"2020- 05- 22","48,750","49,600","49,800","48,600","19.29M","-2.40%"
"2020- 05- 21","49,950","50,300","50,400","49,850","14.58M","-0.10%"
"2020- 05- 20","50,000","50,000","50,200","49,800","12.86M","-0.60%"
"2020- 05- 19","50,300","50,100","50,500","49,700","8.24K","3.07%"
"2020- 05- 18","48,800","47,950","49,100","47,600","0.21K","1.99%"
"2020- 05- 17","47,850","47,850","47,850","47,850","","0.00%"
"2020- 05- 15","47,850","48,400","48,450","47,700","17.79M","-0.31%"
"2020- 05- 14","48,000","47,800","48,100","47,650","5.42K","-1.13%"
"2020- 05- 13","48,550","47,250","48,550","47,200","26.96K","1.36%"
"2020- 05- 12","47,900","48,400","48,500","47,550","22.07M","-1.03%"
"2020- 05- 11","48,400","48,900","49,250","48,300","15.94M","-0.82%"
"2020- 05- 10","48,800","48,800","48,800","48,800","","0.00%"
"2020- 05- 08","48,800","49,100","49,350","48,800","15.13M","0.00%"
"2020- 05- 07","48,800","49,200","49,300","48,700","13.73M","-0.81%"
"2020- 05- 06","49,200","49,000","49,200","48,500","18.00M","1.44%"
"2020- 05- 05","48,500","48,500","48,500","48,500","","0.00%"
"2020- 05- 04","48,500","48,900","49,100","48,500","25.80M","-3.00%"
"2020- 05- 03","50,000","50,000","50,000","50,000","","0.00%"
"2020- 04- 29","50,000","49,900","50,500","49,600","15.56M","-0.20%"
"2020- 04- 28","50,100","49,850","50,100","49,300","15.69M","0.50%"
"2020- 04- 27","49,850","49,350","50,000","49,100","13.74M","1.01%"
"2020- 04- 26","49,350","49,350","49,350","49,350","","0.00%"
"2020- 04- 24","49,350","49,650","49,750","49,000","15.56M","-1.00%"
"2020- 04- 23","49,850","50,200","50,300","49,500","17.93M","0.00%"
"2020- 04- 22","49,850","48,700","50,000","48,350","18.54M","1.22%"
"2020- 04- 21","49,250","49,400","49,700","48,700","26.89M","-1.70%"
"2020- 04- 20","50,100","51,400","51,400","50,000","21.58M","-2.53%"
"2020- 04- 19","51,400","51,400","51,400","51,400","","0.00%"
"2020- 04- 17","51,400","50,800","52,000","50,300","31.74M","4.90%"
"2020- 04- 16","49,000","49,350","49,350","48,550","22.57M","0.00%"
"2020- 04- 15","49,000","49,000","49,000","49,000","","0.00%"
"2020- 04- 14","49,000","48,800","49,200","48,300","14.10M","1.45%"
"2020- 04- 13","48,300","48,650","48,900","48,300","14.38M","-1.93%"
"2020- 04- 12","49,250","49,250","49,250","49,250","","0.00%"
"2020- 04- 10","49,250","48,950","49,250","48,650","17.79M","0.31%"
"2020- 04- 09","49,100","49,750","49,800","48,700","22.47M","1.03%"
"2020- 04- 08","48,600","49,600","49,750","48,600","24.87M","-2.02%"
"2020- 04- 07","49,600","49,650","50,200","49,000","31.24M","1.85%"
"2020- 04- 06","48,700","47,500","48,800","47,250","23.09M","3.62%"
"2020- 04- 05","47,000","47,000","47,000","47,000","","0.00%"
"2020- 04- 03","47,000","47,400","47,600","46,550","22.46M","0.43%"
"2020- 04- 02","46,800","46,200","46,850","45,350","21.41M","2.18%"
"2020- 04- 01","45,800","47,450","47,900","45,800","27.08M","-4.08%"
"2020- 03- 31","47,750","48,000","48,500","47,150","30.48M","-0.21%"
"2020- 03- 30","47,850","47,050","48,350","46,550","26.67M","-0.93%"
"2020- 03- 29","48,300","48,300","48,300","48,300","","0.00%"
"2020- 03- 27","48,300","49,600","49,700","46,850","39.73M","1.05%"
"2020- 03- 26","47,800","48,950","49,300","47,750","3.39K","-1.75%"
"2020- 03- 25","48,650","48,950","49,600","47,150","45.01K","3.62%"
"2020- 03- 24","46,950","43,800","46,950","43,100","0.89K","10.47%"
"2020- 03- 23","42,500","42,600","43,550","42,400","29.15K","-6.39%"
"2020- 03- 22","45,400","45,400","45,400","45,400","","0.00%"
"2020- 03- 20","45,400","44,150","45,500","43,550","49.16M","5.70%"
"2020- 03- 19","42,950","46,500","46,600","42,300","0.64K","-5.81%"
"2020- 03- 18","45,600","47,750","48,350","45,600","38.15M","-3.59%"
"2020- 03- 17","47,300","46,900","49,650","46,700","50.59M","-3.27%"
"2020- 03- 16","48,900","50,100","50,900","48,800","33.06M","-2.10%"
"2020- 03- 15","49,950","49,950","49,950","49,950","","0.00%"
"2020- 03- 13","49,950","47,450","51,600","46,850","58.33M","-1.67%"
"2020- 03- 12","50,800","51,000","51,900","49,300","47.90M","-2.50%"
"2020- 03- 11","52,100","54,300","54,400","52,000","37.83M","-4.58%"
"2020- 03- 10","54,600","53,800","54,900","53,700","31.33M","0.74%"
"2020- 03- 09","54,200","54,700","55,000","53,600","30.01M","-4.07%"
"2020- 03- 08","56,500","56,500","56,500","56,500","","0.00%"
"2020- 03- 06","56,500","56,500","57,200","56,200","18.59M","-2.25%"
"2020- 03- 05","57,800","57,600","58,000","56,700","21.66M","0.70%"
"2020- 03- 04","57,400","54,800","57,600","54,600","24.32M","3.61%"
"2020- 03- 03","55,400","56,700","56,900","55,100","29.81M","0.73%"
"2020- 03- 02","55,000","54,300","55,500","53,600","29.21M","1.48%"
"2020- 03- 01","54,200","54,200","54,200","54,200","","0.00%"
"2020- 02- 28","54,200","55,000","55,500","54,200","29.91M","-3.04%"
"2020- 02- 27","55,900","56,300","56,900","55,500","22.36M","-1.06%"
"2020- 02- 26","56,500","56,000","57,000","56,000","25.38M","-2.42%"
"2020- 02- 25","57,900","56,200","58,000","56,200","23.07M","1.94%"
"2020- 02- 24","56,800","57,400","58,100","56,800","25.36M","-4.05%"
"2020- 02- 23","59,200","59,200","59,200","59,200","","0.00%"
"2020- 02- 21","59,200","58,800","59,800","58,500","13.28M","-1.33%"
"2020- 02- 20","60,000","60,700","61,300","59,600","14.51M","-0.33%"
"2020- 02- 19","60,200","59,800","60,400","59,400","12.94M","0.67%"
"2020- 02- 18","59,800","60,800","60,900","59,700","16.63M","-2.76%"
"2020- 02- 17","61,500","61,600","62,000","61,200","8.49M","-0.49%"
"2020- 02- 16","61,800","61,800","61,800","61,800","","0.00%"
"2020- 02- 14","61,800","60,900","61,900","60,200","13.26M","1.81%"
"2020- 02- 13","60,700","61,200","61,600","60,500","18.34M","0.33%"
"2020- 02- 12","60,500","60,300","60,700","59,700","12.73M","1.00%"
"2020- 02- 11","59,900","59,800","60,700","59,700","10.95M","0.34%"
"2020- 02- 10","59,700","59,200","59,800","59,100","12.69M","-1.16%"
"2020- 02- 09","60,400","60,400","60,400","60,400","","0.00%"
"2020- 02- 07","60,400","61,100","61,200","59,700","16.27M","-1.15%"
"2020- 02- 06","61,100","60,100","61,100","59,700","14.68M","2.69%"
"2020- 02- 05","59,500","60,000","60,200","58,900","18.19M","1.02%"
"2020- 02- 04","58,900","57,100","59,000","56,800","21.10M","2.97%"
"2020- 02- 03","57,200","55,500","57,400","55,200","22.91M","1.42%"
"2020- 02- 02","56,400","56,400","56,400","56,400","","0.00%"
"2020- 01- 31","56,400","57,800","58,400","56,400","19.49M","-1.40%"
"2020- 01- 30","57,200","58,800","58,800","56,800","20.72M","-3.21%"
"2020- 01- 29","59,100","59,100","59,700","58,800","16.26M","0.51%"
"2020- 01- 28","58,800","59,400","59,400","58,300","22.63M","-3.29%"
"2020- 01- 27","60,800","60,800","60,800","60,800","","0.00%"
"2020- 01- 23","60,800","61,800","61,800","60,700","14.88M","-2.41%"
"2020- 01- 22","62,300","60,500","62,600","60,400","15.05M","1.47%"
"2020- 01- 21","61,400","62,000","62,400","61,200","11.11M","-1.60%"
"2020- 01- 20","62,400","62,000","62,800","61,700","12.46M","1.79%"
"2020- 01- 19","61,300","61,300","61,300","61,300","","0.00%"
"2020- 01- 17","61,300","61,900","62,000","61,000","15.45M","0.99%"
"2020- 01- 16","60,700","59,100","60,700","59,000","13.56M","2.88%"
"2020- 01- 15","59,000","59,500","59,600","58,900","13.72M","-1.67%"
"2020- 01- 14","60,000","60,400","61,000","59,900","16.08M","0.00%"
"2020- 01- 13","60,000","59,600","60,000","59,100","11.26M","0.84%"
"2020- 01- 12","59,500","59,500","59,500","59,500","","0.00%"
"2020- 01- 10","59,500","58,800","59,700","58,300","15.83M","1.54%"
"2020- 01- 09","58,600","58,400","58,600","57,400","23.23M","3.17%"
"2020- 01- 08","56,800","56,200","57,400","55,900","23.33M","1.79%"
"2020- 01- 07","55,800","55,700","56,400","55,600","9.89M","0.54%"
"2020- 01- 06","55,500","54,900","55,600","54,600","10.24M","0.00%"
"2020- 01- 05","55,500","55,500","55,500","55,500","","0.00%"
"2020- 01- 03","55,500","56,000","56,600","54,900","15.31M","0.54%"
"2020- 01- 02","55,200","55,500","56,000","55,000","12.76M","-1.08%"
"2019- 12- 30","55,800","56,200","56,600","55,700","8.35M","-1.24%"
"2019- 12- 29","56,500","56,500","56,500","56,500","","0.00%"
"2019- 12- 27","56,500","55,700","56,900","55,500","12.29M","1.99%"
"2019- 12- 26","55,400","54,700","55,400","54,400","9.57M","0.73%"
"2019- 12- 25","55,000","55,000","55,000","55,000","","0.00%"
"2019- 12- 24","55,000","55,600","55,700","54,800","9.19M","-0.90%"
"2019- 12- 23","55,500","56,100","56,400","55,100","9.49M","-0.89%"
"2019- 12- 22","56,000","56,000","56,000","56,000","","0.00%"
"2019- 12- 20","56,000","56,100","56,500","55,600","12.07M","0.00%"
"2019- 12- 19","56,000","57,000","57,300","55,500","13.95M","-0.53%"
"2019- 12- 18","56,300","56,700","57,200","56,000","15.49M","-0.71%"
"2019- 12- 17","56,700","55,800","56,700","55,400","18.75M","3.66%"
"2019- 12- 16","54,700","54,500","54,900","54,300","11.10M","0.00%"
"2019- 12- 15","54,700","54,700","54,700","54,700","","0.00%"
"2019- 12- 13","54,700","54,500","54,800","53,900","17.59M","2.63%"
"2019- 12- 12","53,300","53,000","53,300","52,700","28.45M","2.70%"
"2019- 12- 11","51,900","51,500","52,200","51,400","11.00M","0.78%"
"2019- 12- 10","51,500","51,000","51,600","50,700","6.87M","0.59%"
"2019- 12- 09","51,200","50,900","51,400","50,700","8.27M","1.59%"
"2019- 12- 08","50,400","50,400","50,400","50,400","","0.00%"
"2019- 12- 06","50,400","50,100","50,900","49,950","10.87M","1.82%"
"2019- 12- 05","49,500","50,200","50,400","49,500","10.02M","0.10%"
"2019- 12- 04","49,450","49,600","49,850","49,000","12.96M","-0.90%"
"2019- 12- 03","49,900","49,800","50,300","49,500","12.00M","-0.99%"
"2019- 12- 02","50,400","50,900","51,300","50,400","9.59M","0.20%"
"2019- 12- 01","50,300","50,300","50,300","50,300","","0.00%"
"2019- 11- 29","50,300","51,200","51,400","50,200","11.01M","-1.95%"
"2019- 11- 28","51,300","51,900","52,100","51,300","6.15M","-1.72%"
"2019- 11- 27","52,200","51,800","52,300","51,600","7.19M","0.77%"
"2019- 11- 26","51,800","51,900","52,900","51,800","26.04M","0.00%"
"2019- 11- 25","51,800","52,200","52,600","51,700","9.01M","0.39%"
"2019- 11- 22","51,600","51,000","51,600","50,900","8.33M","1.18%"
"2019- 11- 21","51,000","51,600","52,100","50,600","14.25M","-1.92%"
"2019- 11- 20","52,000","53,400","53,400","52,000","11.83M","-2.80%"
"2019- 11- 19","53,500","53,200","53,500","52,700","8.10M","0.00%"
"2019- 11- 18","53,500","53,600","53,800","53,200","7.65M","-0.37%"
"2019- 11- 17","53,700","53,700","53,700","53,700","","0.00%"
"2019- 11- 15","53,700","52,900","53,700","52,600","9.68M","1.70%"
"2019- 11- 14","52,800","51,900","52,800","51,900","12.00M","0.57%"
"2019- 11- 13","52,500","52,500","52,500","52,000","6.22M","-0.19%"
"2019- 11- 12","52,600","51,800","52,600","51,600","6.10M","1.94%"
"2019- 11- 11","51,600","52,200","52,200","51,400","8.18M","-0.96%"
"2019- 11- 10","52,100","52,100","52,100","52,100","","0.00%"
"2019- 11- 08","52,100","53,200","53,300","52,000","10.39M","-1.51%"
"2019- 11- 07","52,900","53,400","53,400","52,400","9.14M","-0.75%"
"2019- 11- 06","53,300","52,900","53,500","52,700","13.12M","1.14%"
"2019- 11- 05","52,700","52,400","52,700","52,100","10.12M","0.76%"
"2019- 11- 04","52,300","51,700","52,300","51,400","12.76M","2.15%"
"2019- 11- 03","51,200","51,200","51,200","51,200","","0.00%"
"2019- 11- 01","51,200","50,600","51,200","50,400","7.54M","1.59%"
"2019- 10- 31","50,400","51,000","51,400","50,300","10.21M","0.00%"
"2019- 10- 30","50,400","50,700","50,800","50,200","8.87M","-1.37%"
"2019- 10- 29","51,100","51,400","51,700","50,800","7.14M","-0.39%"
"2019- 10- 28","51,300","50,700","51,500","50,700","6.34M","0.79%"
"2019- 10- 27","50,900","50,900","50,900","50,900","","0.00%"
"2019- 10- 25","50,900","50,800","51,200","50,500","7.84M","0.39%"
"2019- 10- 24","50,700","52,500","52,500","50,500","10.77M","-0.98%"
"2019- 10- 23","51,200","51,300","51,500","50,800","8.46M","0.00%"
"2019- 10- 22","51,200","50,800","51,500","50,700","10.71M","1.79%"
"2019- 10- 21","50,300","49,900","50,400","49,800","4.39M","0.80%"
"2019- 10- 20","49,900","49,900","49,900","49,900","","0.00%"
"2019- 10- 18","49,900","50,300","50,900","49,650","8.40M","-1.19%"
"2019- 10- 17","50,500","50,500","50,600","50,100","6.61M","-0.39%"
"2019- 10- 16","50,700","50,700","50,900","50,400","9.01M","1.20%"
